plot,elevation,mean_shrub_size,mean_artr_size,artr_density,shrub_density,slope,aspect,long,lat,map,mat,basin,flor_test,max_artr_age,mean_artr_age,SnowOfPPT_fraction_mean,PET_mm_mean,Seasonality_monthlyTandPPT_PearsonCor_mean,UNAridityIndex_Annual_none_mean,WetSpellDuration_m5_days_mean,WetSpellDuration_m6_days_mean,WetSpellDuration_m7_days_mean,WetSpellDuration_m8_days_mean,DrySpellDuration_m5_days_mean,DrySpellDuration_m6_days_mean,DrySpellDuration_m7_days_mean,DrySpellDuration_m8_days_mean,DrySpells_Annual_count_mean,AET_mm_mean,Rain_mm_mean,Snowfall_mm_mean,SWP_bottomLayers_DailyMin_MPa_mean,WetDegreeDays_SWPcrit1500kPa_topLayers_Cdays_mean,WetDegreeDays_SWPcrit1500kPa_bottomLayers_Cdays_mean,WetDegreeDays_SWPcrit1500kPa_anyLayer_Cdays_mean,SoilPeriods_WarmDry_allLayers_TcritPos5C_SWPcrit3900kPa_Count_days_mean,SoilPeriods_WarmDry_allLayers_TcritPos15C_SWPcrit3900kPa_Count_days_mean,SoilPeriods_WarmDry_allLayers_TcritPos25C_SWPcrit3900kPa_Count_days_mean,SoilPeriods_WarmDry_allLayers_TcritPos35C_SWPcrit3900kPa_Count_days_mean,SoilPeriods_WarmWet_allLayers_TcritPos5C_SWPcrit1500kPa_Count_days_mean,SoilPeriods_WarmWet_allLayers_TcritPos15C_SWPcrit1500kPa_Count_days_mean,SoilPeriods_WarmWet_allLayers_TcritPos25C_SWPcrit1500kPa_Count_days_mean,SoilPeriods_WarmWet_allLayers_TcritPos35C_SWPcrit1500kPa_Count_days_mean,SoilPeriods_WarmDry_topLayer_TcritPos5C_SWPcrit3900kPa_Count_days_mean,SoilPeriods_WarmDry_topLayer_TcritPos15C_SWPcrit3900kPa_Count_days_mean,SoilPeriods_WarmDry_topLayer_TcritPos25C_SWPcrit3900kPa_Count_days_mean,SoilPeriods_WarmDry_topLayer_TcritPos35C_SWPcrit3900kPa_Count_days_mean,SoilPeriods_WarmWet_topLayer_TcritPos5C_SWPcrit1500kPa_Count_days_mean,SoilPeriods_WarmWet_topLayer_TcritPos15C_SWPcrit1500kPa_Count_days_mean,SoilPeriods_WarmWet_topLayer_TcritPos25C_SWPcrit1500kPa_Count_days_mean,SoilPeriods_WarmWet_topLayer_TcritPos35C_SWPcrit1500kPa_Count_days_mean,DrySoilPeriods_SWPcrit3900kPa_NSadj_topLayers_Duration_Total_months_mean,WetSoilPeriods_SWPcrit1500kPa_NSadj_topLayers_AnyLayerWet_Duration_Total_days_mean,WetSoilPeriods_SWPcrit1500kPa_NSadj_bottomLayers_AnyLayerWet_Duration_Total_days_mean,WetSoilPeriods_SWPcrit1500kPa_NSadj_topLayers_AllLayersWet_Duration_Total_days_mean,WetSoilPeriods_SWPcrit1500kPa_NSadj_bottomLayers_AllLayersWet_Duration_Total_days_mean,DrySoilPeriods_SWPcrit3900kPa_NSadj_topLayers_AllLayersDry_Duration_Total_days_mean,DrySoilPeriods_SWPcrit3900kPa_NSadj_bottomLayers_AllLayersDry_Duration_Total_days_mean,ThermalSnowfreeWetPeriods_SWPcrit1500kPa_topLayers_Duration_days_quantile0_5,ThermalSnowfreeWetPeriods_SWPcrit1500kPa_bottomLayers_Duration_days_quantile0_5,DrySoilPeriods_SWPcrit3900kPa_MonthJJA_topLayers_Duration_days_quantile0_5,DrySoilPeriods_SWPcrit3900kPa_MonthJJA_bottomLayers_Duration_days_quantile0_5,DrySoilPeriods_SWPcrit3900kPa_Annual_topLayers_count_mean,DrySoilPeriods_SWPcrit3900kPa_Annual_bottomLayers_count_mean,SWPmatric_topLayers_m6_MPa_FromVWCmean,SWPmatric_topLayers_m7_MPa_FromVWCmean,SWPmatric_topLayers_m8_MPa_FromVWCmean,SWPmatric_bottomLayers_m6_MPa_FromVWCmean,SWPmatric_bottomLayers_m7_MPa_FromVWCmean,SWPmatric_bottomLayers_m8_MPa_FromVWCmean,SWAbulk_SWPcrit3900kPa_topLayers_m1_mm_mean,SWAbulk_SWPcrit3900kPa_topLayers_m2_mm_mean,SWAbulk_SWPcrit3900kPa_topLayers_m3_mm_mean,SWAbulk_SWPcrit3900kPa_topLayers_m4_mm_mean,SWAbulk_SWPcrit3900kPa_topLayers_m5_mm_mean,SWAbulk_SWPcrit3900kPa_topLayers_m6_mm_mean,SWAbulk_SWPcrit3900kPa_topLayers_m7_mm_mean,SWAbulk_SWPcrit3900kPa_topLayers_m8_mm_mean,SWAbulk_SWPcrit3900kPa_topLayers_m9_mm_mean,SWAbulk_SWPcrit3900kPa_topLayers_m10_mm_mean,SWAbulk_SWPcrit3900kPa_topLayers_m11_mm_mean,SWAbulk_SWPcrit3900kPa_topLayers_m12_mm_mean,SWAbulk_SWPcrit3900kPa_bottomLayers_m1_mm_mean,SWAbulk_SWPcrit3900kPa_bottomLayers_m2_mm_mean,SWAbulk_SWPcrit3900kPa_bottomLayers_m3_mm_mean,SWAbulk_SWPcrit3900kPa_bottomLayers_m4_mm_mean,SWAbulk_SWPcrit3900kPa_bottomLayers_m5_mm_mean,SWAbulk_SWPcrit3900kPa_bottomLayers_m6_mm_mean,SWAbulk_SWPcrit3900kPa_bottomLayers_m7_mm_mean,SWAbulk_SWPcrit3900kPa_bottomLayers_m8_mm_mean,SWAbulk_SWPcrit3900kPa_bottomLayers_m9_mm_mean,SWAbulk_SWPcrit3900kPa_bottomLayers_m10_mm_mean,SWAbulk_SWPcrit3900kPa_bottomLayers_m11_mm_mean,SWAbulk_SWPcrit3900kPa_bottomLayers_m12_mm_mean,mean1000,mean400,mean1,mean2,mean3,mean4,mean5,min1,min2,min3,min4,min5,max1,max2,max3,max4,max5,sand.total,silt.total,clay.total,sand.10,sand.20,sand.30,silt.10,silt.20,silt.30,clay.10,clay.20,clay.30,ec.total,ec.10,ec.20,ec.30
20,1490.3,3.32,3.41,1.99,2.35,2,101,-105.2949,43.414006,327.61,1.62,Thunder,1,44,32.07433,0.170672064,1142.535738,0.502427207,0.331541969,2.731771633,2.600422427,2.418241167,2.085867896,3.214324117,3.050115207,3.322132616,4.255683564,54.90322581,364.4191734,313.9580645,63.72903226,-3.7716438,771.6727419,733.8869355,963.8193548,0,0,0,0,25.64516129,6.322580645,0,0,97.25806452,65.96774194,7.677419355,0,59.80645161,15.96774194,0.064516129,0,3.612903226,150.1612903,98.70967742,53.25806452,86,0,0,26,43,23,40,10.38709677,0.129032258,-1.307534737,-3.196205151,-3.398946489,-1.085753599,-2.544793468,-3.186330802,0,0.103864153,4.083563071,2.664845137,9.975359349,7.610354591,0,0,1.967922078,0,3.49415482,3.326859734,0,4.954423414,9.126733006,0,15.48108744,17.98181844,0,0,2.668065057,0,4.953936044,8.69982985,41,41,31.25,20.875,15.125,8.875,5,29,17,11,7,2,33,24,20,13,9,40.25758,25.166728,34.574858,42.2075,38.25216,40.31309,24.511982,24.043053,26.94515,33.280518,37.704792,32.739265,0.1,0.075,0.075,0.15
21,1310.35,3.52,4.03,1.53,1.39,1,308,-104.636055,44.059855,370.93,5.6599998,Thunder,1,62.8,47.94941,0.16179344,1112.580488,0.509975919,0.32339426,2.635560676,2.523348694,2.31827957,2.187634409,3.456528418,3.176766513,4.134459805,5.366666667,50.48387097,345.5120183,302.4096774,56.40967742,-3.325056886,649.3051613,276.0074194,728.7169355,0,0,0,0,2.064516129,0.548387097,0,0,109,73.35483871,10.74193548,0,49.25806452,13.83870968,0.129032258,0,4.064516129,131.5806452,77.87096774,42.61290323,4.870967742,113.483871,0,18,0,22,0,10.32258065,0,-1.701913898,-3.412051658,-3.74410528,-2.050145188,-2.73489445,-3.020870223,0,0,3.202132768,0,6.771115244,5.712290611,0,0,1.544376495,0,3.60195148,3.496222844,0,7.311045067,17.45053119,0,14.62002039,25.02527506,0,0,9.617687352,0,6.826630678,17.21359606,42,39,26.25,18,12.625,5.125,2.5,23,15,9,2,1,31,24,15,8,5,31.77129,25.511801,42.716915,31.83421,33.25191,30.22774,28.932543,24.065752,23.537108,39.23325,42.682345,46.23515,0.13333333,0.15,0.15,0.1
22,1427.67,1.53,3.95,2.68,2.43,0,180,-105.212807,43.206943,306.32,7.0999999,Thunder,1,47.07182,41.79863,0.183458275,1165.315967,0.455729517,0.316600418,3.158666155,2.669598054,2.666013825,2.145634921,2.984088582,3.017729135,3.50437788,3.850921659,57.06451613,354.8912775,301.5806452,66.41612903,-3.755656655,615.1401613,397.3441935,734.3598387,7.806451613,2.709677419,0.258064516,0,7.129032258,1.774193548,0,0,118.6129032,78.29032258,8.258064516,0,48.93548387,11.06451613,0,0,5.064516129,128.4193548,76.51612903,42.87096774,20.41935484,144.9677419,22.83870968,21,14,27,35,10.67741935,0.451612903,-1.840926535,-3.597153236,-3.890899581,-1.895761704,-2.965906607,-3.412221777,0,0,3.200503105,1.377464731,6.651843772,4.674700715,0,0,1.835983645,0,2.643526894,2.104304854,0,2.998851934,9.541649055,0,12.44114064,16.86740379,0,0,3.425783708,0,2.901589256,9.17271063,21,21,15.75,10.75,8.25,4.5,2.25,12,4,3,2,1,19,14,11,6,4,51.58653,19.349627,29.06384,53.80504,49.61915,51.33541,26.451015,17.696177,13.901687,19.743945,32.684675,34.7629,0,0,0,0
23,1892.4,3.71,4.34,1.89,2.56,2,20,-108.981323,42.992424,305.78,1.97,Wind River,1,54.54211,53.37105,0.344297968,1010.891885,0.127025239,0.322552536,3.062596006,2.744930876,2.081515617,2.224193548,5.087365591,5.608525346,4.639208909,4.925576037,45.19354839,301.6525999,214.4870968,110.0580645,-4.53064321,643.6324194,634.5648387,815.3764516,7.451612903,3.225806452,0.032258065,0,21.38709677,1.774193548,0,0,102.3548387,67.22580645,0.419354839,0,55.09677419,7,0,0,4.193548387,172.1612903,131.1290323,72.41935484,86.4516129,109.8064516,21.4516129,27,51,24,33,5.096774194,0.935483871,-1.335566127,-4.17363629,-5.453626365,-0.824503398,-2.531254812,-3.566481393,0,1.41230512,6.96918079,9.581726268,11.75319302,5.905427967,0,0,0.684726677,1.281282932,5.468982861,4.998678602,0,9.390611014,17.47303897,12.26680221,45.94003588,37.69235402,0,0,1.95971506,0,9.437222571,15.90985912,47,43,28,13.625,8.375,5.5,1.875,24,11,7,3,1,34,16,10,8,3,74.2923,13.06293,12.643933,75.95735,74.40266,72.5169,13.562862,11.11922,14.506708,10.479784,14.475623,12.976394,0.01666667,0.025,0,0.025
24,2006.02,3.96,4.42,2.91,2.92,2,34,-109.398229,43.399968,249.49,5.8699999,Wind River,1,79.2,67.04137,0.191749912,972.1492241,0.388671334,0.283957312,3.027598566,2.925576037,2.539554531,2.379109063,3.442690732,3.758102919,4.352419355,3.772900666,54.80645161,259.4348669,223.8935484,51.23548387,-4.035660479,465.2953226,409.6353226,598.0140323,12.12903226,5.290322581,0,0,12.29032258,0.483870968,0,0,100.4516129,41.32258065,0,0,39.80645161,3.838709677,0,0,4.419354839,144.6774194,92.87096774,42.16129032,72,114.0322581,35,18,21,30,18,7.387096774,0.548387097,-1.162640834,-3.347024624,-4.505372933,-1.054768261,-2.210391474,-3.356369346,0,0,1.668090016,0,8.228051056,7.224542706,0,0,1.503290491,0,3.867025787,3.787502859,0,4.575789107,8.125350367,0,14.50213186,20.98372365,0,0,2.143084774,0,4.529524139,8.852135765,22,18,12.75,8.75,5.25,2.625,0.75,11,6,3,2,0,16,11,6,3,2,60.67283,26.332562,12.994608,61.95637,61.04808,59.01405,25.89776,25.253963,27.845963,12.145878,13.69796,13.139986,0.1,0.1,0.1,0.1
25,2140.1,4.46,3.78,2.48,2.77,0,8,-109.290423,43.290601,271.08,2.21,Wind River,1,53.06452,43.68594,0.200328183,978.0828936,0.32008586,0.276917143,2.586213518,2.397158218,2.239016897,1.928417819,4.54093702,5.148233487,5.472849462,5.354557092,40.83870968,252.2305341,217.5612903,52.57096774,-4.270435308,492.9624194,474.2527419,664.0872581,11.48387097,4.870967742,0,0,11.48387097,0.806451613,0,0,102.9032258,43.29032258,0,0,42.32258065,4.870967742,0,0,5.064516129,148.0645161,109.9032258,55.16129032,73.51612903,119.1935484,34.38709677,18,37,29,34,6.483870968,0.580645161,-1.160898306,-3.643409445,-4.976145606,-1.015421549,-2.245677266,-3.556844386,0,0,1.082906637,0,7.566113016,6.890184606,0,0,0.933035837,0,3.142088626,2.57073572,0,7.419260931,12.91604738,0,22.38077979,32.11258469,0,0,2.613751219,0,7.482163292,14.04655636,30,25,21,15.5,8.875,4.875,2,19,11,7,2,1,23,19,12,7,4,61.3422,16.017379,22.640416,60.3753,62.3193,61.33201,19.611967,13.668057,14.772113,20.015235,24.010145,23.895868,0.10833333,0.1,0.125,0.1
26,1892.08,3.52,5.01,0.93,2.02,1,8,-108.27446,43.515579,339.56,2.26,Wind River,1,76.45249,48.45464,0.175016784,1104.332397,0.358954528,0.262295209,3.253533026,2.792473118,2.342857143,2.196697389,4.072043011,4.042857143,3.975,4.835714286,48.48387097,280.5283729,237.9483871,50.88064516,-3.720654235,486.5724194,241.716129,567.0754839,5.967741935,3.387096774,0.290322581,0,8.451612903,1.258064516,0,0,118.0645161,81.83870968,3.774193548,0,40.06451613,7.096774194,0.096774194,0,4.483870968,127.5806452,43.93548387,33.93548387,29.22580645,85.25806452,23.58064516,18,0,25,33,8.064516129,0.451612903,-2.334981407,-3.861529497,-4.543574936,-2.207213141,-3.171877348,-3.46826596,0,0.580389795,4.778069291,0,6.819350449,3.698233052,0,0,1.758069668,0,3.73700323,3.909555699,0,2.404845256,9.213961493,0,10.29249792,13.46670804,0,0,2.664990858,0,2.081926655,8.467354168,42,35,25.75,20,14.625,7.125,3.25,22,15,13,2,1,30,25,16,9,7,33.48615,44.364348,22.148667,34.09051,33.83335,32.5346,47.708227,42.683188,42.701628,18.203767,23.480963,24.76127,0.09166667,0.1,0.1,0.075
27,1735.49,3.08,4.61,1.36,2.82,1,6,-108.442944,43.542344,289.28,1.86,Wind River,1,39.61932,31.53144,0.179400015,1097.385576,0.421763761,0.243917831,2.942396313,2.720122888,2.328571429,2.385176651,3.900844854,4.010560676,3.907142857,4.959754224,48.16129032,259.5687479,219.3354839,47.55806452,-3.747470892,329.18,63.19951613,348.5272581,28.67741935,17.80645161,0.580645161,0,0.677419355,0,0,0,131.2903226,82.22580645,1.419354839,0,28.29032258,3.516129032,0.032258065,0,5.806451613,107.0967742,24.61290323,22.16129032,2.709677419,143.2903226,65.58064516,12,0,27,91,8.838709677,0.806451613,-3.030363922,-4.202388403,-4.834988799,-3.012366095,-3.53797176,-3.654954253,0,0,1.513553317,0,3.418818423,1.646943027,0,0,1.017882981,0,1.649907171,1.922080603,0,0,8.03538331,0,1.4323101,10.41888697,0,0,2.889488479,0,0,7.602705849,35,32,25,17,9.375,4.25,1.375,24,12,6,3,0,26,19,11,6,3,31.76906,46.836162,21.394781,30.52034,36.33922,28.44762,47.481282,44.469615,48.557587,21.99838,19.191167,22.994795,0.09166667,0.075,0.1,0.1
28,1822.15,2.54,4.23,1.05,1.84,0,222,-108.966995,43.244693,224.62,7.5500002,Wind River,1,63.14789,50.41105,0.148537539,1083.944756,0.351980349,0.220422906,2.564074074,2.487019969,1.929416283,1.811290323,6.374603175,7.392588326,6.302380952,6.559754224,35.35483871,224.3821443,203.2612903,34.01612903,-3.763057652,488.7245161,447.3408065,618.7516129,1.35483871,0.903225806,0,0,15.96774194,2.225806452,0,0,115.5483871,70.29032258,2.806451613,0,39.93548387,7.709677419,0.096774194,0,4.451612903,124,79.77419355,36.48387097,73.12903226,4.516129032,2.193548387,17,23,29,33,7.096774194,0.806451613,-1.524044619,-3.617384982,-4.255953835,-1.191529268,-2.53181677,-3.308393017,0,0.210044826,2.54012957,0,8.016838001,6.379439788,0,0,1.561833688,0,3.6110403,3.925766839,0,5.814942793,9.238219105,0,14.69214698,16.45079018,0,0,2.479636438,0,5.729319062,9.374408646,20,17,12.75,9.25,7.375,4.25,1.875,11,7,6,3,1,14,10,9,5,3,45.23576,30.506677,24.256731,47.13054,46.19883,42.37792,30.219382,28.560855,32.739793,22.650085,25.237817,24.88229,0.13846154,0.1,0.16,0.15
29,1847.29,3.99,4.63,1.26,1.22,6,42,-109.093725,43.300461,235.53,5.9299998,Wind River,1,64.6122,55.1463,0.140242361,1019.703653,0.356073997,0.230759327,2.955376344,2.676113671,2.302457757,2.148540707,4.493932412,4.994892473,5.060483871,4.718253968,42.35483871,227.9241259,202.4290323,31.6516129,-3.880040255,423.6906452,260.7203226,500.723871,0,0,0,0,7.677419355,1,0,0,131.3548387,73.87096774,0.838709677,0,35.35483871,4.838709677,0,0,5.774193548,110.0645161,55.77419355,28.93548387,30.74193548,58.25806452,0,15,12,25,56,7.741935484,0,-2.005038616,-4.377532207,-4.917977925,-1.952220549,-3.3471246,-3.808569542,0,0,1.321185105,0,5.632728038,3.398972905,0,0,0.918147775,0,2.827674101,2.89611679,0,4.259382753,8.970072479,0,10.23767259,13.62343327,0,0,1.418170265,0,3.179949317,9.026708764,25,21,16.5,11.375,6.625,3.125,1.5,15,8,3,1,0,18,15,11,5,2,69.52226,15.106274,15.371465,68.53595,67.02051,73.01032,16.779187,16.226183,12.313453,14.684863,16.753308,14.676225,0.13333333,0.125,0.15,0.125
30,1786.82,3.44,3.08,2.48,1.18,1,60,-108.785283,43.097635,256.61,4.21,Wind River,1,75.18137,75.18137,0.179495842,1103.161135,0.289184109,0.201726404,2.961482335,2.502380952,1.986584741,2.160829493,5.323310292,5.509677419,4.960061444,5.269431644,43.58064516,209.8343616,183.0548387,38.39354839,-3.894076923,297.3204839,124.2046774,335.9680645,9.129032258,4.35483871,0.096774194,0,3.451612903,0.322580645,0,0,142.5806452,88.90322581,2.096774194,0,25.64516129,3.096774194,0,0,6.580645161,86.61290323,29.67741935,17.12903226,17.96774194,110.5483871,24.09677419,11,0,29,91,7.516129032,0.741935484,-3.103153593,-4.696807354,-5.048860119,-2.773608937,-3.663531966,-3.842368502,0,0,0.499699103,0,3.313379229,1.398426631,0,0,0.279646789,0,1.669146481,1.615401401,0,0,5.735060701,0,3.442314373,8.405571373,0,0,0.854785887,0,0,5.676247164,27,25,20.25,13.375,7.875,3.625,1.125,19,9,5,2,0,23,17,11,6,3,38.84817,27.244518,33.908141,39.26676,37.50545,39.77232,30.849378,25.95114,24.933035,29.886365,36.543413,35.294645,0.10833333,0.075,0.15,0.1
31,2179.52,3.35,3.22,2.33,1.64,0,78,-108.585712,41.759432,199.09,3.6800001,Great Divide,1,73.46237,71.07283,0.238087006,1084.022967,0.338086464,0.170348656,2.708845366,2.594623656,2.34562212,2.208218126,4.220698925,5.793548387,4.588786482,4.193061956,51.19354839,173.5750471,141.6290323,42.5,-4.075147054,107.7204839,4.198548387,109.7308065,79.64516129,38.80645161,0.032258065,0,0,0,0,0,158.3225806,76.77419355,0.032258065,0,9.064516129,0.935483871,0,0,8.677419355,59.67741935,3.387096774,2.032258065,0,201.9354839,208.8387097,5,0,37,91,7.516129032,1.161290323,-4.912550113,-5.425804599,-5.274946055,-3.845296329,-3.95380927,-3.93844085,0,0,0,0,0,0,0,0,0,0,0.177292638,0.74151371,0,0,0.725504657,0,0,0.549287715,0,0,0,0,0,0.728963476,34,28,20,12.875,6.375,2.875,1,17,10,3,2,0,24,16,9,6,2,44.14,33.728596,22.130568,56.3649,42.0254,34.0297,29.094988,35.120587,36.970213,14.542614,22.851508,28.997583,0.13333333,0.1,0.15,0.15
32,2209.09,2.41,4.73,1.61,5.44,8,72,-108.980591,42.139714,244.94,2.71,Great Divide,1,66.9375,58.88791,0.262934401,963.6052554,0.379986352,0.260429453,2.855875576,2.800691244,2.562634409,2.171146953,3.785983103,5.221236559,4.723502304,4.390565796,52.96774194,241.6673131,184.3451613,65.13225806,-3.651208115,265.5325806,65.23354839,287.1285484,0,0,0,0,0.129032258,0,0,0,102.6774194,54.16129032,0,0,23.64516129,1.35483871,0,0,4.322580645,116.7419355,24,14.38709677,0.903225806,0.903225806,0,13,0,19,91,7.838709677,0.64516129,-2.34835625,-4.126704346,-4.218395323,-2.626094021,-3.31743206,-3.520229579,0,1.130832535,3.43425762,0,6.058663881,3.541619826,0,0,2.1629944,0,2.463618606,4.043497576,0,0,7.052493542,0,3.63238759,16.63822828,0,0,4.508956033,0,0,6.3860694,35,32,22.5,15.375,11,5.5,1.125,21,11,6,1,0,24,20,18,11,5,47.24142,29.636565,23.121182,55.74506,46.95716,39.02204,20.805355,32.818998,35.285342,23.447085,20.223845,25.692618,0.11666667,0.125,0.125,0.1
33,2378.79,3.6,3.56,2.33,4.06,8,72,-108.932506,41.987749,324.01,6.4499998,Great Divide,2,95.1541,66.45354,0.287096906,1000.576549,0.317779135,0.216286701,2.78640553,2.732834101,2.331374808,2.393625192,4.211354327,4.814170507,4.451113671,4.737583205,51.96774194,203.8185396,154.3774194,61.03548387,-4.090221418,136.9009677,7.90516129,139.8472581,57.09677419,26.96774194,0,0,0,0,0,0,139.5806452,67.29032258,0,0,11.67741935,0.806451613,0,0,7.387096774,100,8.35483871,5.516129032,0,182.8387097,169.7096774,7,0,37,91,6.225806452,0.870967742,-4.587154453,-5.943097627,-6.143934119,-3.481301871,-3.836739751,-3.922279114,0,0,0.028893824,0,0,0,0,0,0,0,0.353063324,1.177648264,0,0,1.435299085,0,0,4.058645829,0,0,0,0,0,1.154263779,44,41,28.5,14.25,8.5,3.375,1.25,24,11,6,1,0,32,18,10,5,2,36.61364,28.458723,34.928472,46.28578,36.04127,27.51386,28.57025,27.181315,29.624605,25.146467,36.777417,42.861533,0.325,0.225,0.225,0.525
34,2067.03,3.41,4.22,1.31,2.69,11,30,-107.426159,42.250254,278.75,3.54,Great Divide,1,46,41.01205,0.311682298,978.3511118,0.144693596,0.322821397,2.770737327,2.203968254,1.872734255,1.760215054,5.019623656,6.945046083,5.951728111,6.406989247,43.58064516,300.2001444,217.283871,97.03548387,-3.197515786,798.0087097,782.7148387,1047.685161,0,0,0,0,21.5483871,2.806451613,0,0,94,68.16129032,2.096774194,0,66.25806452,9.903225806,0,0,2.516129032,215,161.516129,99.12903226,77.51612903,75.38709677,0,30,53,20,0,5.935483871,0.032258065,-1.418233429,-4.062338429,-4.450380989,-0.997370142,-2.147709494,-2.887082592,5.401515681,9.52687397,15.43348198,12.29108562,12.93251159,6.353097612,0,0,2.168680663,1.374132621,9.723186764,11.97816195,0,14.51992103,24.59781837,10.95166124,49.12848312,45.30352785,0,1.195726228,9.130749654,0,12.79605093,21.81675488,44,40,27.25,15.375,9.5,3.375,0.875,22,13,8,0,0,33,18,12,5,2,48.81838,27.790533,23.391083,54.16138,47.65476,44.63902,24.823543,27.785222,30.762835,21.015075,24.560022,24.598152,0.15,0.15,0.175,0.125
35,2464.58,3.84,3.36,3.76,2.59,14,114,-107.689227,42.360142,461.88,4.04,Great Divide,3,70.31532,62.75416,0.395554694,984.1732374,0.129620147,0.39234702,3.130875576,2.359754224,2.164746544,2.154915515,4.094354839,5.03390937,4.760983103,4.612096774,50.93548387,337.0942514,233.2806452,151.5935484,-3.568409221,714.1856452,745.0898387,861.2266129,0,0,0,0,28.29032258,1.064516129,0,0,74.77419355,43.38709677,0,0,61.93548387,6.290322581,0,0,2.612903226,233.1612903,195.0322581,103.5483871,183.7419355,64.32258065,0,36,49,18,0,4.838709677,0.129032258,-0.624258673,-3.637065106,-4.526131183,-0.268378342,-1.995552766,-2.897949284,5.37851711,8.561994561,11.37857042,17.35236371,21.85963835,11.47976266,0,0,2.203804599,5.177453627,11.98923327,12.00770281,9.874026695,16.62007539,18.39170033,14.10236633,45.44086553,35.86479477,0,0.387555752,5.154577472,4.151797479,18.67285709,21.24087442,47,41,30.25,18.125,9.625,4.75,1.75,27,15,5,1,0,36,23,14,8,3,56.31415,23.213461,20.472391,59.76715,55.85384,53.32146,24.306493,25.70959,19.6243,15.926359,18.43657,27.054243,0.1,0.1,0.1,0.1
36,1947.41,2.94,3.57,2.23,3.24,0,0,-107.961518,42.544584,250.76,3.6500001,Great Divide,1,65.40284,52.32726,0.223892173,1056.134243,0.207002221,0.235360806,2.858832565,2.361904762,1.863056836,1.778878648,4.962903226,5.438671275,6.025806452,5.523732719,44.80645161,240.2123121,193.2419355,54.60322581,-3.889693612,367.7430645,270.1143548,461.1422581,0,0,0,0,7.580645161,0.451612903,0,0,122.2258065,75.41935484,0.258064516,0,30.96774194,3.290322581,0,0,3.935483871,130.2903226,72.06451613,40.06451613,36.74193548,118.516129,0,12,12,21,41,7.774193548,0,-2.851275638,-4.35235307,-4.389553763,-2.298262529,-3.558818022,-3.769255865,0,1.096929676,3.806911103,0.911058354,4.409794253,1.31264874,0,0,0.842808227,0,3.50922737,3.13526648,0,5.213668941,11.40334493,0,13.63793987,10.28213924,0,0,1.152920472,0,3.516222312,9.897915859,23,23,18.5,12.5,6.875,2.875,1.25,17,8,5,2,1,20,16,10,4,2,82.05545,5.104694,12.839857,86.74785,79.71449,79.70401,5.783182,5.711221,3.819678,7.46897,14.574289,16.476311,0.1,0.1,0.1,0.1
37,1660.29,3.38,3.34,3.65,1.89,5,63,-108.56865,42.839958,280.6,3.9400001,Wind River,1,64.74419,50.56173,0.225522412,1069.565715,0.196096949,0.262793131,2.882258065,2.54500768,2.070020481,1.960061444,4.28390937,5.053917051,4.298579109,5.075844854,48.48387097,263.2350488,217.5387097,62.24193548,-3.697008699,598.1874194,530.0114516,758.2132258,10.64516129,6.290322581,0.322580645,0,20.06451613,3.129032258,0,0,117.9354839,86.67741935,3.806451613,0,50.29032258,7.903225806,0,0,4.612903226,165.0967742,90.51612903,54.77419355,68.32258065,121.4193548,28.93548387,22,37,29,19,5.35483871,0.483870968,-2.035752261,-4.621364421,-5.157520874,-1.335370113,-2.762707766,-3.304176786,0,3.072526053,6.154244881,2.99410065,8.735097705,4.141649108,0,0,0.540547814,0,5.81109366,6.546426435,0,6.566554266,12.43452785,0,21.52398,20.83922532,0,0,2.955712115,0,5.774528521,11.61672386,38,36,31.25,21.125,12.875,5.375,2,29,16,8,3,1,33,25,16,8,5,37.96581,30.563183,31.469336,42.93719,38.4809,32.47936,28.220295,33.254243,30.215013,28.840015,28.262363,37.30563,0.15,0.1,0.175,0.175
38,2083.4,3.6,4.15,1.06,7.32,2,4,-108.181822,42.68681,296.4,5.8899999,Wind River,1,83.05116,60.80334,0.236494523,1030.931668,0.212604285,0.270990145,2.767780338,2.555529954,2.180901178,1.92311828,3.835522273,4.584139785,4.581746032,4.617012289,50.80645161,261.5918205,213.1903226,65.1,-3.8963381,499.8274194,446.73,578.4941935,3.870967742,0.741935484,0,0,22.77419355,1.806451613,0,0,109.3870968,70.48387097,0.225806452,0,42.16129032,4.516129032,0,0,4.258064516,170.6129032,89.22580645,75.5483871,89.22580645,18.74193548,16.19354839,21,33,30,74,6.290322581,0.225806452,-1.812330112,-4.397201595,-4.724315415,-1.323173831,-3.205364962,-3.61791376,0,2.836150612,7.144683639,5.331459182,10.46974831,4.504650931,0,0,0.546030108,0,6.011023971,6.334391022,0,3.810442075,6.141926318,3.867232543,11.14359118,6.822476098,0,0,0.527543686,0,2.561900108,4.764227755,35,35,25,14.375,9.375,5,1.75,24,13,6,3,1,27,17,12,7,3,56.25624,28.92801,14.814921,55.8089,57.70518,55.25463,30.43905,27.454107,28.890872,13.749548,14.840712,15.854504,0.1,0.1,0.1,0.1
